0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  -0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
1.0000000e-02  -1.6653976e-05  -8.1004961e-05  2.7117580e-05  8.7518670e-05  -8.5696378e-05  2.9527859e-05  -8.5292600e-05  -2.0581180e-08  -2.7506671e-04  -5.7507835e-03  1.1571685e-03  4.4712127e-04  -1.6351887e-03  -1.0444801e-05  -1.7601788e-03  7.3115161e-05  7.9907708e-01  -2.0603559e+00  4.9831475e-01  -1.2516054e+00  1.7204919e-01  -4.4726929e-01  -1.1422827e-01  4.4586330e-03  -1.4228941e-05  -8.5373752e-05  2.8457936e-05  8.5373752e-05  -8.5373752e-05  2.8457936e-05  -8.5373752e-05  -0.0000000e+00  -2.8173689e-04  -1.6904235e-03  5.6347486e-04  1.6904235e-03  -1.6904235e-03  5.6347486e-04  -1.6904235e-03  0.0000000e+00
2.0000000e-02  -1.6367467e-05  -1.1850446e-04  3.4326525e-05  1.0316622e-04  -1.0377225e-04  2.8513829e-05  -1.0278672e-04  -1.5161720e-06  -2.0515181e-04  -7.6510598e-03  3.3273947e-04  3.2562951e-03  -2.0029147e-03  -1.7465418e-03  -1.5720102e-03  -5.9235777e-04  -6.7358286e-08  1.2823194e-06  2.6432442e-08  1.0000080e-07  -3.0736161e-08  5.6276776e-07  -6.6124205e-07  5.0815847e-07  -1.7379058e-05  -1.0427448e-04  3.4758183e-05  1.0427448e-04  -1.0427448e-04  3.4758183e-05  -1.0427448e-04  -0.0000000e+00  -3.4410602e-04  -2.0646387e-03  6.8821335e-04  2.0646387e-03  -2.0646387e-03  6.8821335e-04  -2.0646387e-03  0.0000000e+00
3.0000000e-02  -1.6882736e-05  -1.3489110e-04  4.5068595e-05  1.2307290e-04  -1.2656309e-04  4.0977692e-05  -1.2741445e-04  -7.3233769e-09  -4.4921710e-04  -2.3825256e-03  7.7461458e-04  2.6151804e-03  -2.5477755e-03  8.4302427e-04  -2.6112035e-03  3.5534960e-05  -1.2000454e+00  2.8114162e+00  -6.6943148e-01  1.5859858e+00  -2.0891109e-01  5.4459431e-01  1.2922420e-01  -3.4367138e-03  -2.1226518e-05  -1.2735927e-04  4.2453116e-05  1.2735927e-04  -1.2735927e-04  4.2453116e-05  -1.2735927e-04  -0.0000000e+00  -4.2027981e-04  -2.5216820e-03  8.4056122e-04  2.5216820e-03  -2.5216820e-03  8.4056122e-04  -2.5216820e-03  0.0000000e+00
4.0000000e-02  -2.4489204e-05  -1.5764596e-04  5.2145799e-05  1.5417151e-04  -1.5519659e-04  5.1743682e-05  -1.5554858e-04  -3.4762656e-08  -8.4854226e-04  -2.1610913e-03  -1.2271900e-04  3.5530967e-03  -2.6323427e-03  1.4449019e-03  -2.9900118e-03  -1.5386640e-04  -9.7003144e-01  2.2841907e+00  -5.7314100e-01  1.3349472e+00  -1.6577231e-01  4.8502285e-01  1.1853111e-01  -5.1206837e-03  -2.5925662e-05  -1.5555417e-04  5.1851423e-05  1.5555417e-04  -1.5555417e-04  5.1851423e-05  -1.5555417e-04  -0.0000000e+00  -5.1331267e-04  -3.0798799e-03  1.0266273e-03  3.0798799e-03  -3.0798799e-03  1.0266273e-03  -3.0798799e-03  0.0000000e+00
5.0000000e-02  -3.5242320e-05  -1.8343344e-04  6.1102447e-05  1.9389835e-04  -1.9100327e-04  6.3191704e-05  -1.8987702e-04  8.2066060e-08  -9.9261224e-04  -2.9912601e-03  1.0979073e-03  4.3614257e-03  -4.1560229e-03  -6.2750308e-05  -3.7275868e-03  7.6286311e-05  8.9732706e-01  -2.1912094e+00  5.0496600e-01  -1.2289218e+00  1.4356768e-01  -4.2666487e-01  -1.1946442e-01  3.2687518e-03  -3.1664980e-05  -1.8999012e-04  6.3330082e-05  1.8999012e-04  -1.8999012e-04  6.3330082e-05  -1.8999012e-04  -0.0000000e+00  -6.2693429e-04  -3.7616105e-03  1.2538710e-03  3.7616105e-03  -3.7616105e-03  1.2538710e-03  -3.7616105e-03  0.0000000e+00
6.0000000e-02  -4.3230406e-05  -2.2385531e-04  7.4579677e-05  2.3661647e-04  -2.3285835e-04  7.8908336e-05  -2.3198668e-04  1.4392363e-08  -6.7087865e-04  -4.7251079e-03  1.5707272e-03  4.4872940e-03  -4.6469082e-03  1.4089920e-03  -4.6638345e-03  3.7957589e-05  6.1418930e-01  -1.4873833e+00  3.3834394e-01  -8.3008500e-01  9.3351230e-02  -2.8855432e-01  -8.2862021e-02  1.5948963e-03  -3.8674659e-05  -2.3204825e-04  7.7349465e-05  2.3204825e-04  -2.3204825e-04  7.7349465e-05  -2.3204825e-04  -0.0000000e+00  -7.6569866e-04  -4.5941978e-03  1.5314003e-03  4.5941978e-03  -4.5941978e-03  1.5314003e-03  -4.5941978e-03  0.0000000e+00
7.0000000e-02  -4.8646826e-05  -2.8088458e-04  9.3656385e-05  2.8478382e-04  -2.8360912e-04  9.4938500e-05  -2.8337490e-04  -1.2074471e-08  -4.9208590e-04  -6.3688148e-03  2.1441972e-03  5.1729616e-03  -5.5028659e-03  1.7285421e-03  -5.5613340e-03  -2.1608508e-05  1.5002514e-01  -3.6884702e-01  7.8545916e-02  -1.9379910e-01  1.6160801e-02  -6.5269314e-02  -2.2546602e-02  -1.7317005e-04  -4.7235790e-05  -2.8341510e-04  9.4471761e-05  2.8341510e-04  -2.8341510e-04  9.4471761e-05  -2.8341510e-04  -0.0000000e+00  -9.3516589e-04  -5.6110025e-03  1.8703354e-03  5.6110025e-03  -5.6110025e-03  1.8703354e-03  -5.6110025e-03  0.0000000e+00
8.0000000e-02  -5.5395632e-05  -3.4947257e-04  1.1778673e-04  3.5023282e-04  -3.4839827e-04  1.1202179e-04  -3.4889057e-04  1.6569081e-06  -8.5247066e-04  1.9825149e-03  2.8301671e-03  1.2153266e-02  -9.7501087e-03  -2.8585992e-03  -9.5095292e-03  1.7626567e-03  -1.6994127e-01  4.0290186e-01  -9.4260885e-02  2.5835800e-01  -4.0449286e-02  7.7954668e-02  1.4314204e-02  5.3026658e-03  -5.7691620e-05  -3.4615016e-04  1.1538346e-04  3.4615016e-04  -3.4615016e-04  1.1538346e-04  -3.4615016e-04  -0.0000000e+00  -1.1421239e-03  -6.8527518e-03  2.2842521e-03  6.8527518e-03  -6.8527518e-03  2.2842521e-03  -6.8527518e-03  0.0000000e+00
9.0000000e-02  -6.8812449e-05  -4.2565832e-04  1.4185912e-04  4.2064991e-04  -4.2257031e-04  1.4028396e-04  -4.2252201e-04  -3.1857365e-07  -1.5393304e-03  -7.8536587e-03  2.1571710e-03  8.3144191e-03  -8.8017282e-03  1.9235616e-03  -7.9356104e-03  -3.9502799e-04  -1.8401365e-01  5.0233838e-01  -1.5531854e-01  2.3027758e-01  -2.8901286e-02  1.6503274e-01  1.7261642e-02  -1.9013504e-02  -7.0461266e-05  -4.2276813e-04  1.4092280e-04  4.2276813e-04  -4.2276813e-04  1.4092280e-04  -4.2276813e-04  -0.0000000e+00  -1.3948585e-03  -8.3691614e-03  2.7897222e-03  8.3691614e-03  -8.3691614e-03  2.7897222e-03  -8.3691614e-03  0.0000000e+00
1.0000000e-01  -8.8340337e-05  -5.1228794e-04  1.7062289e-04  5.1854125e-04  -5.1671382e-04  1.7298395e-04  -5.1628008e-04  7.1041570e-09  -2.1072157e-03  -9.5826483e-03  2.9291209e-03  1.0753470e-02  -1.0304858e-02  4.1822483e-03  -9.9677216e-03  -1.9083847e-04  1.3490354e-01  -3.1593553e-01  1.0088850e-01  -1.7226151e-01  -8.8162763e-03  -6.7822101e-02  -5.0450431e-02  -2.5397781e-03  -8.6056456e-05  -5.1633939e-04  1.7211324e-04  5.1633939e-04  -5.1633939e-04  1.7211324e-04  -5.1633939e-04  -0.0000000e+00  -1.7034830e-03  -1.0220911e-02  3.4069724e-03  1.0220911e-02  -1.0220911e-02  3.4069724e-03  -1.0220911e-02  0.0000000e+00
1.1000000e-01  -1.1002548e-04  -6.2171768e-04  2.0722151e-04  6.3579208e-04  -6.3144820e-04  2.1207050e-04  -6.3046103e-04  9.7232939e-08  -2.1271636e-03  -1.2348440e-02  4.1027661e-03  1.2768251e-02  -1.2781750e-02  4.0320704e-03  -1.2805258e-02  -1.6555617e-04  1.1764715e+00  -2.8762073e+00  6.4402535e-01  -1.5749241e+00  1.6681843e-01  -5.4605216e-01  -1.6362581e-01  1.5603164e-03  -1.0510194e-04  -6.3061247e-04  2.1020429e-04  6.3061247e-04  -6.3061247e-04  2.1020429e-04  -6.3061247e-04  -0.0000000e+00  -2.0803390e-03  -1.2482050e-02  4.1606859e-03  1.2482050e-02  -1.2482050e-02  4.1606859e-03  -1.2482050e-02  0.0000000e+00
1.2000000e-01  -1.3249997e-04  -7.6270021e-04  2.5417255e-04  7.7421304e-04  -7.7091822e-04  2.5800867e-04  -7.7009004e-04  7.0890292e-08  -2.3010796e-03  -1.2972982e-02  5.2705604e-03  1.4604960e-02  -1.4232303e-02  4.5005677e-03  -1.5873959e-02  -8.6196527e-04  6.1407697e-01  -1.5171172e+00  3.5062534e-01  -8.3153966e-01  8.9296719e-02  -2.8954372e-01  -9.8451336e-02  -1.4383085e-03  -1.2836039e-04  -7.7016335e-04  2.5672128e-04  7.7016335e-04  -7.7016335e-04  2.5672128e-04  -7.7016335e-04  -0.0000000e+00  -2.5404846e-03  -1.5242927e-02  5.0809788e-03  1.5242927e-02  -1.5242927e-02  5.0809788e-03  -1.5242927e-02  0.0000000e+00
